captain_id,signup_ts,city,vehicle_type,acquisition_channel,signup_zone_id,device_tier,app_language,age_band
CPT107662,24-04-2026 17:02,Hyderabad,ERickshaw,referral,HYD-Z06,low,kn,25-34
CPT103298,24-04-2026 17:09,Hyderabad,Cab,paid_digital,HYD-Z01,low,hi,45+
CPT112626,24-04-2026 17:26,Bangalore,Cab,gc_telecalling,BAN-Z09,low,kn,25-34
CPT111389,24-04-2026 17:31,Hyderabad,Auto,fos_field,HYD-Z05,low,hi,25-34
CPT114959,24-04-2026 17:32,Delhi,ERickshaw,paid_digital,DEL-Z03,low,en,25-34
CPT113440,24-04-2026 17:33,Bangalore,ERickshaw,referral,BAN-Z08,high,te,25-34
CPT109122,24-04-2026 17:35,Bangalore,Cab,fos_field,BAN-Z02,mid,te,25-34
CPT103532,24-04-2026 17:37,Bangalore,Auto,fos_field,BAN-Z17,low,kn,35-44
CPT117177,24-04-2026 17:53,Hyderabad,Cab,referral,HYD-Z23,mid,en,25-34
CPT103473,24-04-2026 18:16,Bangalore,Auto,paid_digital,BAN-Z23,low,kn,25-34
CPT106318,24-04-2026 18:24,Hyderabad,Auto,gc_telecalling,HYD-Z06,low,hi,35-44
CPT105152,24-04-2026 18:39,Pune,Auto,fos_field,PUN-Z10,mid,hi,18-24
CPT105744,24-04-2026 18:43,Bangalore,Auto,fos_field,BAN-Z22,high,en,45+
CPT116696,24-04-2026 18:48,Bangalore,Auto,paid_digital,BAN-Z07,mid,en,18-24
CPT119230,24-04-2026 18:52,Delhi,Auto,paid_digital,DEL-Z15,mid,kn,35-44
CPT117315,24-04-2026 18:53,Delhi,Auto,referral,DEL-Z01,low,mr,25-34
CPT109190,24-04-2026 19:07,Pune,Cab,organic_app,PUN-Z16,mid,en,18-24
CPT106378,24-04-2026 19:23,Bangalore,Cab,referral,BAN-Z19,low,kn,45+
CPT106567,24-04-2026 19:24,Delhi,Auto,paid_digital,DEL-Z12,mid,mr,18-24
CPT106610,24-04-2026 19:35,Hyderabad,Auto,referral,HYD-Z10,mid,hi,35-44
CPT103057,24-04-2026 19:43,Pune,Auto,organic_app,PUN-Z21,mid,te,35-44
CPT123003,24-04-2026 19:45,Delhi,ERickshaw,fos_field,DEL-Z21,high,mr,35-44
CPT112510,24-04-2026 20:00,Delhi,Auto,fos_field,DEL-Z24,low,hi,35-44
CPT112027,24-04-2026 20:01,Hyderabad,Auto,organic_app,HYD-Z20,low,en,35-44
CPT114793,24-04-2026 20:10,Delhi,Cab,fos_field,DEL-Z12,low,mr,18-24
CPT115022,24-04-2026 20:11,Bangalore,Auto,organic_app,BAN-Z14,mid,en,45+
CPT121483,24-04-2026 20:32,Pune,Auto,fos_field,PUN-Z03,mid,kn,35-44
CPT121110,24-04-2026 20:33,Delhi,ERickshaw,fos_field,DEL-Z07,mid,en,25-34
CPT107338,24-04-2026 20:45,Pune,Auto,paid_digital,PUN-Z17,high,mr,25-34
CPT106213,24-04-2026 20:45,Delhi,ERickshaw,referral,DEL-Z19,high,en,45+
CPT109980,24-04-2026 20:52,Delhi,Cab,referral,DEL-Z23,low,mr,35-44
CPT106349,24-04-2026 21:00,Bangalore,Cab,referral,BAN-Z13,high,hi,35-44
CPT106855,24-04-2026 21:00,Pune,Auto,organic_app,PUN-Z05,mid,en,35-44
CPT112551,24-04-2026 21:11,Bangalore,ERickshaw,organic_app,BAN-Z07,low,kn,35-44
CPT111516,24-04-2026 21:14,Bangalore,Cab,fos_field,BAN-Z15,low,en,45+
CPT105557,24-04-2026 21:19,Bangalore,ERickshaw,paid_digital,BAN-Z16,mid,en,18-24
CPT102018,24-04-2026 21:21,Bangalore,Cab,fos_field,BAN-Z23,low,mr,35-44
CPT111234,24-04-2026 21:23,Hyderabad,Cab,fos_field,HYD-Z14,low,en,25-34
CPT115744,24-04-2026 21:30,Hyderabad,Cab,organic_app,HYD-Z19,mid,hi,18-24
CPT119556,24-04-2026 21:34,Delhi,Auto,organic_app,DEL-Z03,low,en,35-44
CPT107008,24-04-2026 21:40,Delhi,Auto,gc_telecalling,DEL-Z01,low,te,25-34
CPT103957,24-04-2026 21:44,Hyderabad,Cab,fos_field,HYD-Z10,low,kn,35-44
CPT101117,24-04-2026 21:48,Delhi,Auto,paid_digital,DEL-Z07,mid,hi,25-34
CPT100677,24-04-2026 21:52,Delhi,Auto,fos_field,DEL-Z18,mid,hi,35-44
CPT103675,25-04-2026 06:01,Hyderabad,Cab,organic_app,HYD-Z04,mid,hi,25-34
CPT116021,25-04-2026 06:09,Delhi,Auto,organic_app,DEL-Z13,low,te,25-34
CPT117019,25-04-2026 06:11,Pune,Auto,organic_app,PUN-Z18,mid,en,18-24
CPT124140,25-04-2026 06:15,Hyderabad,ERickshaw,organic_app,HYD-Z08,mid,mr,35-44
CPT102666,25-04-2026 06:19,Pune,Cab,organic_app,PUN-Z14,high,hi,25-34
CPT117834,25-04-2026 06:27,Hyderabad,Auto,organic_app,HYD-Z01,low,kn,35-44
CPT109482,25-04-2026 06:36,Pune,Auto,fos_field,PUN-Z13,mid,te,25-34
CPT122255,25-04-2026 06:53,Pune,Auto,paid_digital,PUN-Z17,mid,mr,18-24
CPT124821,25-04-2026 06:53,Bangalore,Auto,fos_field,BAN-Z10,mid,te,25-34
CPT112167,25-04-2026 07:23,Hyderabad,Auto,referral,HYD-Z22,low,kn,25-34
CPT101147,25-04-2026 07:32,Bangalore,Cab,organic_app,BAN-Z16,high,mr,35-44
CPT116698,25-04-2026 07:35,Pune,Cab,organic_app,PUN-Z02,low,kn,35-44
CPT104857,25-04-2026 07:37,Delhi,Auto,fos_field,DEL-Z17,low,mr,45+
CPT107053,25-04-2026 08:04,Delhi,Auto,organic_app,DEL-Z23,mid,mr,45+
CPT121668,25-04-2026 08:05,Hyderabad,Auto,organic_app,HYD-Z08,high,hi,35-44
CPT115425,25-04-2026 08:12,Hyderabad,Cab,fos_field,HYD-Z04,mid,hi,18-24
CPT109020,25-04-2026 08:25,Hyderabad,Cab,fos_field,HYD-Z14,mid,mr,18-24
CPT101237,25-04-2026 08:30,Delhi,Auto,referral,DEL-Z02,high,kn,35-44
CPT114595,25-04-2026 08:43,Hyderabad,Auto,referral,HYD-Z22,high,hi,25-34
CPT107671,25-04-2026 08:55,Delhi,Cab,referral,DEL-Z19,low,mr,18-24
CPT114779,25-04-2026 09:14,Pune,Cab,organic_app,PUN-Z01,mid,en,35-44
CPT101980,25-04-2026 09:29,Hyderabad,Auto,organic_app,HYD-Z20,low,mr,25-34
CPT113225,25-04-2026 09:32,Delhi,Auto,organic_app,DEL-Z05,low,hi,35-44
CPT119349,25-04-2026 09:37,Pune,Auto,referral,PUN-Z05,low,en,25-34
CPT109208,25-04-2026 09:39,Hyderabad,Cab,referral,HYD-Z06,high,te,18-24
CPT123594,25-04-2026 09:55,Hyderabad,Cab,referral,HYD-Z23,low,kn,18-24
CPT106401,25-04-2026 10:01,Delhi,ERickshaw,organic_app,DEL-Z02,low,mr,25-34
CPT122828,25-04-2026 10:07,Delhi,Auto,paid_digital,DEL-Z07,low,kn,25-34
CPT105261,25-04-2026 10:08,Delhi,Cab,referral,DEL-Z03,low,hi,25-34
CPT117642,25-04-2026 10:12,Bangalore,Cab,referral,BAN-Z21,low,te,18-24
CPT106385,25-04-2026 10:13,Delhi,Cab,fos_field,DEL-Z23,mid,en,18-24
CPT109777,25-04-2026 10:26,Delhi,ERickshaw,organic_app,DEL-Z08,mid,kn,35-44
CPT114722,25-04-2026 10:27,Pune,Auto,organic_app,PUN-Z11,low,hi,35-44
CPT120486,25-04-2026 10:27,Delhi,ERickshaw,organic_app,DEL-Z05,low,en,45+
CPT117115,25-04-2026 10:36,Bangalore,Auto,organic_app,BAN-Z04,low,kn,35-44
CPT124641,25-04-2026 10:41,Hyderabad,Cab,organic_app,HYD-Z13,low,hi,35-44
CPT124558,25-04-2026 11:20,Hyderabad,Auto,referral,HYD-Z01,low,kn,25-34
CPT123995,25-04-2026 11:36,Hyderabad,Auto,organic_app,HYD-Z18,low,en,18-24
CPT118920,25-04-2026 11:43,Hyderabad,Auto,gc_telecalling,HYD-Z01,high,hi,45+
CPT123454,25-04-2026 12:25,Delhi,Auto,fos_field,DEL-Z24,mid,kn,45+
CPT124424,25-04-2026 12:28,Pune,Auto,organic_app,PUN-Z16,low,en,25-34
CPT105907,25-04-2026 12:35,Hyderabad,Auto,organic_app,HYD-Z19,low,te,35-44
CPT103478,25-04-2026 12:37,Delhi,Auto,fos_field,DEL-Z17,high,hi,35-44
CPT100577,25-04-2026 12:39,Delhi,ERickshaw,referral,DEL-Z08,high,en,18-24
CPT121731,25-04-2026 12:41,Delhi,Cab,paid_digital,DEL-Z17,mid,te,45+
CPT115912,25-04-2026 12:44,Hyderabad,Auto,fos_field,HYD-Z22,low,en,35-44
CPT106653,25-04-2026 12:53,Hyderabad,Cab,organic_app,HYD-Z09,high,en,35-44
CPT117868,25-04-2026 13:03,Hyderabad,Auto,fos_field,HYD-Z11,mid,hi,35-44
CPT105269,25-04-2026 13:12,Hyderabad,Auto,referral,HYD-Z14,high,en,25-34
CPT100399,25-04-2026 13:29,Delhi,ERickshaw,organic_app,DEL-Z22,low,en,18-24
CPT104408,25-04-2026 13:29,Pune,Cab,fos_field,PUN-Z09,mid,hi,18-24
CPT111384,25-04-2026 13:29,Bangalore,Auto,organic_app,BAN-Z03,high,en,35-44
CPT109476,25-04-2026 13:35,Hyderabad,Cab,fos_field,HYD-Z03,low,mr,18-24
CPT111242,25-04-2026 13:36,Hyderabad,ERickshaw,organic_app,HYD-Z18,low,en,25-34
CPT114807,25-04-2026 13:40,Bangalore,Auto,organic_app,BAN-Z04,high,te,25-34
CPT100051,25-04-2026 13:41,Delhi,ERickshaw,paid_digital,DEL-Z06,high,en,25-34
CPT109270,25-04-2026 13:44,Pune,Cab,organic_app,PUN-Z19,high,kn,25-34
CPT107907,25-04-2026 13:51,Hyderabad,Auto,referral,HYD-Z03,high,kn,18-24
CPT104404,25-04-2026 14:00,Hyderabad,Auto,organic_app,HYD-Z20,mid,kn,25-34
CPT105002,25-04-2026 14:02,Hyderabad,Auto,fos_field,HYD-Z17,mid,kn,25-34
CPT117965,25-04-2026 14:09,Delhi,Cab,fos_field,DEL-Z17,high,en,18-24
CPT105135,25-04-2026 14:16,Pune,Auto,fos_field,PUN-Z09,mid,hi,35-44
CPT105774,25-04-2026 14:21,Delhi,Auto,organic_app,DEL-Z23,mid,en,45+
CPT114736,25-04-2026 14:26,Pune,Cab,organic_app,PUN-Z20,low,te,25-34
CPT124645,25-04-2026 14:31,Pune,Auto,gc_telecalling,PUN-Z17,mid,te,18-24
CPT111551,25-04-2026 14:33,Delhi,Auto,organic_app,DEL-Z14,mid,en,25-34
CPT120808,25-04-2026 15:04,Pune,Auto,paid_digital,PUN-Z06,mid,en,25-34
CPT115890,25-04-2026 15:14,Hyderabad,Auto,fos_field,HYD-Z07,mid,en,18-24
CPT114685,25-04-2026 15:35,Pune,Auto,fos_field,PUN-Z16,high,mr,18-24
CPT113260,25-04-2026 15:38,Pune,ERickshaw,fos_field,PUN-Z23,mid,kn,35-44
CPT111948,25-04-2026 15:41,Hyderabad,Cab,fos_field,HYD-Z20,low,en,25-34
CPT113397,25-04-2026 15:49,Delhi,Auto,organic_app,DEL-Z15,low,kn,25-34
CPT119016,25-04-2026 15:52,Pune,ERickshaw,paid_digital,PUN-Z03,low,en,35-44
CPT124454,25-04-2026 16:29,Delhi,Auto,referral,DEL-Z12,low,te,45+
CPT118899,25-04-2026 16:39,Delhi,ERickshaw,gc_telecalling,DEL-Z09,low,en,25-34
CPT124038,25-04-2026 16:44,Delhi,ERickshaw,fos_field,DEL-Z19,low,en,35-44
CPT114353,25-04-2026 17:28,Hyderabad,Auto,organic_app,HYD-Z11,low,en,18-24
CPT110377,25-04-2026 17:34,Delhi,Auto,referral,DEL-Z07,low,mr,35-44
CPT119866,25-04-2026 17:45,Bangalore,Cab,paid_digital,BAN-Z18,low,te,18-24
CPT109447,25-04-2026 18:00,Bangalore,Auto,referral,BAN-Z18,low,kn,25-34
CPT119387,25-04-2026 18:20,Delhi,ERickshaw,organic_app,DEL-Z13,mid,en,25-34
CPT115810,25-04-2026 18:25,Bangalore,Cab,organic_app,BAN-Z21,low,kn,45+
CPT107667,25-04-2026 18:26,Delhi,ERickshaw,organic_app,DEL-Z04,mid,te,45+
CPT105959,25-04-2026 18:29,Bangalore,Cab,fos_field,BAN-Z10,mid,hi,25-34
CPT112117,25-04-2026 18:51,Hyderabad,Cab,organic_app,HYD-Z09,mid,kn,25-34
CPT120778,25-04-2026 18:54,Bangalore,Auto,organic_app,BAN-Z22,mid,hi,25-34
CPT115090,25-04-2026 19:46,Delhi,Auto,fos_field,DEL-Z20,mid,hi,35-44
CPT119406,25-04-2026 19:48,Delhi,Auto,fos_field,DEL-Z21,low,kn,35-44
CPT123030,25-04-2026 19:49,Delhi,Auto,fos_field,DEL-Z06,low,te,35-44
CPT110922,25-04-2026 19:55,Hyderabad,Cab,fos_field,HYD-Z10,high,mr,35-44
CPT100382,25-04-2026 19:56,Delhi,Cab,organic_app,DEL-Z13,mid,hi,35-44
CPT101890,25-04-2026 20:04,Hyderabad,Auto,fos_field,HYD-Z02,high,hi,18-24
CPT108386,25-04-2026 20:11,Pune,Auto,gc_telecalling,PUN-Z15,mid,hi,25-34
CPT116192,25-04-2026 20:21,Bangalore,Cab,paid_digital,BAN-Z10,low,hi,35-44
CPT102668,25-04-2026 20:25,Hyderabad,Auto,referral,HYD-Z23,high,kn,35-44
CPT121348,25-04-2026 20:25,Delhi,ERickshaw,paid_digital,DEL-Z01,mid,hi,25-34
CPT121988,25-04-2026 20:26,Hyderabad,Auto,organic_app,HYD-Z10,low,en,35-44
CPT124019,25-04-2026 20:38,Hyderabad,Auto,organic_app,HYD-Z13,low,te,25-34
CPT123542,25-04-2026 20:39,Bangalore,Auto,organic_app,BAN-Z06,mid,mr,25-34
CPT105973,25-04-2026 20:47,Bangalore,Auto,organic_app,BAN-Z23,mid,hi,25-34
CPT103349,25-04-2026 20:58,Delhi,ERickshaw,paid_digital,DEL-Z14,high,mr,35-44
CPT103013,25-04-2026 21:24,Delhi,ERickshaw,organic_app,DEL-Z24,low,te,35-44
CPT109426,25-04-2026 21:32,Delhi,Auto,paid_digital,DEL-Z19,mid,en,45+
CPT124262,25-04-2026 21:54,Bangalore,Cab,fos_field,BAN-Z13,mid,en,25-34
CPT110734,25-04-2026 21:55,Hyderabad,Cab,referral,HYD-Z14,high,kn,25-34
CPT115846,26-04-2026 06:12,Pune,Auto,organic_app,PUN-Z15,mid,mr,25-34
CPT109419,26-04-2026 06:21,Pune,Auto,organic_app,PUN-Z04,mid,mr,25-34
CPT122690,26-04-2026 06:24,Delhi,ERickshaw,referral,DEL-Z12,low,mr,45+
CPT107490,26-04-2026 06:28,Bangalore,Auto,referral,BAN-Z03,high,mr,35-44
CPT110619,26-04-2026 06:32,Hyderabad,Auto,referral,HYD-Z24,high,mr,18-24
CPT121022,26-04-2026 06:33,Hyderabad,Auto,organic_app,HYD-Z07,high,hi,35-44
CPT123070,26-04-2026 06:46,Delhi,Cab,referral,DEL-Z16,low,mr,25-34
CPT108562,26-04-2026 06:48,Pune,Cab,fos_field,PUN-Z08,low,mr,18-24
CPT114872,26-04-2026 07:06,Hyderabad,Auto,fos_field,HYD-Z15,mid,hi,18-24
CPT116811,26-04-2026 07:10,Bangalore,Auto,referral,BAN-Z04,mid,te,25-34
CPT122929,26-04-2026 07:13,Hyderabad,Cab,referral,HYD-Z18,low,mr,18-24
CPT109672,26-04-2026 07:40,Pune,Cab,gc_telecalling,PUN-Z01,low,mr,25-34
CPT106835,26-04-2026 08:06,Delhi,ERickshaw,referral,DEL-Z09,mid,mr,25-34
CPT115336,26-04-2026 08:19,Delhi,Auto,organic_app,DEL-Z18,low,kn,45+
CPT112243,26-04-2026 08:27,Bangalore,Auto,organic_app,BAN-Z14,low,mr,45+
CPT104785,26-04-2026 08:32,Hyderabad,Auto,fos_field,HYD-Z10,high,te,25-34
CPT111217,26-04-2026 08:36,Pune,Auto,fos_field,PUN-Z06,low,te,35-44
CPT118727,26-04-2026 08:46,Delhi,Auto,referral,DEL-Z16,high,te,18-24
CPT124667,26-04-2026 08:48,Hyderabad,Auto,organic_app,HYD-Z11,mid,en,35-44
CPT109350,26-04-2026 08:49,Delhi,Auto,paid_digital,DEL-Z04,low,kn,18-24
CPT111712,26-04-2026 08:52,Pune,Cab,organic_app,PUN-Z02,mid,mr,25-34
CPT112448,26-04-2026 08:57,Delhi,ERickshaw,organic_app,DEL-Z05,mid,hi,35-44
CPT107986,26-04-2026 09:13,Delhi,Auto,paid_digital,DEL-Z08,low,te,18-24
CPT103597,26-04-2026 09:27,Hyderabad,Cab,paid_digital,HYD-Z06,low,kn,25-34
CPT101910,26-04-2026 09:30,Delhi,Auto,referral,DEL-Z08,mid,hi,25-34
CPT121226,26-04-2026 09:33,Pune,Auto,fos_field,PUN-Z13,mid,te,25-34
CPT121583,26-04-2026 09:33,Hyderabad,Auto,gc_telecalling,HYD-Z16,high,kn,25-34
CPT118003,26-04-2026 09:35,Hyderabad,Auto,fos_field,HYD-Z08,low,te,45+
CPT110361,26-04-2026 09:57,Pune,ERickshaw,referral,PUN-Z21,low,hi,25-34
CPT112249,26-04-2026 09:59,Delhi,ERickshaw,organic_app,DEL-Z07,low,mr,25-34
CPT108084,26-04-2026 10:03,Hyderabad,Auto,paid_digital,HYD-Z18,low,mr,18-24
CPT108338,26-04-2026 10:04,Pune,Auto,referral,PUN-Z09,low,te,35-44
CPT104617,26-04-2026 10:21,Hyderabad,Cab,fos_field,HYD-Z06,high,hi,18-24
CPT100060,26-04-2026 10:26,Bangalore,Auto,fos_field,BAN-Z17,low,hi,45+
CPT116566,26-04-2026 10:33,Hyderabad,ERickshaw,fos_field,HYD-Z05,mid,te,18-24
CPT105527,26-04-2026 10:56,Delhi,ERickshaw,fos_field,DEL-Z09,mid,te,25-34
CPT102926,26-04-2026 10:57,Hyderabad,Auto,organic_app,HYD-Z13,mid,te,35-44
CPT103136,26-04-2026 10:58,Bangalore,Auto,organic_app,BAN-Z11,low,kn,25-34
CPT109389,26-04-2026 11:03,Delhi,ERickshaw,organic_app,DEL-Z18,low,en,25-34
CPT116439,26-04-2026 11:32,Bangalore,Cab,fos_field,BAN-Z08,low,en,25-34
CPT115891,26-04-2026 11:38,Hyderabad,Cab,fos_field,HYD-Z17,low,kn,35-44
CPT110946,26-04-2026 11:46,Delhi,ERickshaw,organic_app,DEL-Z04,mid,kn,18-24
CPT119126,26-04-2026 11:47,Delhi,Cab,organic_app,DEL-Z14,low,kn,35-44
CPT100856,26-04-2026 11:48,Delhi,Auto,fos_field,DEL-Z12,mid,mr,35-44
CPT119782,26-04-2026 11:49,Pune,Auto,gc_telecalling,PUN-Z15,low,te,25-34
CPT120669,26-04-2026 11:51,Hyderabad,ERickshaw,referral,HYD-Z07,mid,kn,35-44
CPT107088,26-04-2026 11:51,Pune,Auto,referral,PUN-Z01,mid,mr,18-24
CPT113086,26-04-2026 12:06,Delhi,Auto,fos_field,DEL-Z11,mid,kn,35-44
CPT111363,26-04-2026 12:09,Hyderabad,Cab,referral,HYD-Z01,mid,hi,25-34
CPT121782,26-04-2026 12:14,Bangalore,ERickshaw,organic_app,BAN-Z22,low,en,18-24
CPT100861,26-04-2026 12:21,Bangalore,ERickshaw,organic_app,BAN-Z15,high,te,18-24
CPT117196,26-04-2026 12:36,Hyderabad,Auto,organic_app,HYD-Z07,mid,en,25-34
CPT111896,26-04-2026 12:44,Hyderabad,Auto,fos_field,HYD-Z12,high,kn,35-44
CPT109374,26-04-2026 12:47,Hyderabad,Cab,gc_telecalling,HYD-Z04,low,mr,35-44
CPT103765,26-04-2026 12:50,Hyderabad,Cab,fos_field,HYD-Z24,mid,hi,18-24
CPT107268,26-04-2026 12:57,Pune,Cab,referral,PUN-Z03,mid,en,18-24
CPT120467,26-04-2026 12:58,Bangalore,Auto,gc_telecalling,BAN-Z05,mid,en,35-44
CPT101083,26-04-2026 12:58,Hyderabad,ERickshaw,organic_app,HYD-Z21,low,hi,18-24
CPT112271,26-04-2026 13:26,Bangalore,Cab,referral,BAN-Z07,low,kn,35-44
CPT100777,26-04-2026 13:35,Hyderabad,ERickshaw,organic_app,HYD-Z05,high,te,45+
CPT114079,26-04-2026 13:39,Delhi,Auto,organic_app,DEL-Z18,low,kn,35-44
CPT119006,26-04-2026 13:48,Delhi,Auto,referral,DEL-Z18,low,mr,35-44
CPT115278,26-04-2026 13:50,Delhi,ERickshaw,referral,DEL-Z22,mid,en,18-24
CPT109479,26-04-2026 13:53,Hyderabad,Cab,fos_field,HYD-Z05,mid,mr,35-44
CPT123631,26-04-2026 13:56,Pune,Auto,organic_app,PUN-Z23,low,en,25-34
CPT114041,26-04-2026 14:11,Pune,Auto,fos_field,PUN-Z21,low,hi,18-24
CPT117333,26-04-2026 14:11,Delhi,ERickshaw,fos_field,DEL-Z09,mid,kn,25-34
CPT122850,26-04-2026 14:21,Delhi,Auto,fos_field,DEL-Z01,low,mr,35-44
CPT124797,26-04-2026 14:38,Delhi,ERickshaw,organic_app,DEL-Z02,low,mr,25-34
CPT114772,26-04-2026 14:40,Hyderabad,Cab,organic_app,HYD-Z09,mid,hi,18-24
CPT110951,26-04-2026 14:56,Hyderabad,Auto,gc_telecalling,HYD-Z20,high,mr,45+
CPT117784,26-04-2026 15:00,Bangalore,Auto,referral,BAN-Z12,mid,hi,18-24
CPT118497,26-04-2026 15:02,Bangalore,Auto,fos_field,BAN-Z16,low,mr,25-34
CPT110527,26-04-2026 15:05,Bangalore,Cab,referral,BAN-Z14,low,mr,35-44
CPT108799,26-04-2026 15:15,Pune,Auto,referral,PUN-Z02,low,hi,18-24
CPT117249,26-04-2026 15:28,Pune,ERickshaw,gc_telecalling,PUN-Z20,mid,kn,18-24
CPT112149,26-04-2026 15:28,Hyderabad,Cab,referral,HYD-Z11,low,hi,35-44
CPT123906,26-04-2026 15:41,Hyderabad,Cab,paid_digital,HYD-Z24,low,te,45+
CPT111197,26-04-2026 15:52,Delhi,ERickshaw,organic_app,DEL-Z10,mid,hi,45+
CPT114327,26-04-2026 16:09,Hyderabad,Cab,organic_app,HYD-Z02,mid,kn,35-44
CPT101091,26-04-2026 16:15,Delhi,ERickshaw,referral,DEL-Z16,high,en,45+
CPT105114,26-04-2026 16:23,Hyderabad,Auto,fos_field,HYD-Z06,high,en,18-24
CPT104264,26-04-2026 16:41,Pune,Auto,fos_field,PUN-Z02,low,te,35-44
CPT114263,26-04-2026 16:48,Delhi,Auto,fos_field,DEL-Z13,low,hi,35-44
CPT111448,26-04-2026 17:01,Bangalore,ERickshaw,gc_telecalling,BAN-Z15,mid,en,18-24
CPT107288,26-04-2026 17:01,Hyderabad,Cab,referral,HYD-Z12,mid,mr,25-34
CPT121260,26-04-2026 17:03,Bangalore,Cab,paid_digital,BAN-Z17,high,kn,35-44
CPT112217,26-04-2026 17:37,Pune,Auto,fos_field,PUN-Z06,low,en,18-24
CPT100981,26-04-2026 17:41,Bangalore,ERickshaw,paid_digital,BAN-Z15,low,mr,18-24
CPT117775,26-04-2026 17:45,Delhi,Cab,organic_app,DEL-Z16,mid,hi,45+
CPT103483,26-04-2026 17:49,Bangalore,Cab,organic_app,BAN-Z07,low,en,25-34
CPT102208,26-04-2026 17:53,Pune,Cab,paid_digital,PUN-Z09,low,en,35-44
CPT112716,26-04-2026 18:02,Pune,Auto,fos_field,PUN-Z21,low,te,35-44
CPT112152,26-04-2026 18:08,Pune,Auto,fos_field,PUN-Z13,low,kn,18-24
CPT123547,26-04-2026 18:19,Pune,Auto,fos_field,PUN-Z16,mid,kn,45+
CPT118018,26-04-2026 18:35,Delhi,ERickshaw,organic_app,DEL-Z04,low,mr,25-34
CPT113763,26-04-2026 18:56,Pune,Cab,referral,PUN-Z04,mid,mr,25-34
CPT122276,26-04-2026 18:56,Hyderabad,Cab,fos_field,HYD-Z06,low,kn,35-44
CPT103879,26-04-2026 19:09,Bangalore,Auto,gc_telecalling,BAN-Z02,mid,te,18-24
CPT104088,26-04-2026 19:12,Pune,Auto,organic_app,PUN-Z09,mid,en,35-44
CPT100164,26-04-2026 19:15,Pune,Auto,referral,PUN-Z10,low,kn,35-44
CPT112036,26-04-2026 19:16,Bangalore,ERickshaw,referral,BAN-Z07,high,hi,25-34
CPT109887,26-04-2026 19:17,Hyderabad,Auto,fos_field,HYD-Z01,low,kn,25-34
CPT112877,26-04-2026 19:31,Pune,Cab,paid_digital,PUN-Z14,low,te,25-34
CPT119959,26-04-2026 20:13,Pune,Cab,organic_app,PUN-Z20,low,mr,35-44
CPT122028,26-04-2026 20:14,Pune,Auto,organic_app,PUN-Z21,low,te,25-34
CPT115634,26-04-2026 20:26,Hyderabad,Cab,referral,HYD-Z23,low,hi,18-24
CPT110052,26-04-2026 20:35,Delhi,ERickshaw,fos_field,DEL-Z01,mid,hi,35-44
CPT110034,26-04-2026 20:59,Delhi,ERickshaw,referral,DEL-Z07,high,mr,25-34
CPT117429,26-04-2026 21:22,Pune,Auto,gc_telecalling,PUN-Z17,high,kn,35-44
CPT103584,26-04-2026 21:22,Delhi,ERickshaw,fos_field,DEL-Z06,high,hi,25-34
CPT118933,26-04-2026 21:28,Bangalore,Auto,organic_app,BAN-Z09,mid,en,25-34
CPT124026,26-04-2026 21:31,Pune,ERickshaw,fos_field,PUN-Z12,mid,kn,25-34
CPT118450,26-04-2026 21:53,Bangalore,Cab,referral,BAN-Z19,low,hi,35-44
CPT119279,26-04-2026 21:58,Bangalore,Cab,fos_field,BAN-Z15,mid,en,25-34
CPT102024,26-04-2026 21:59,Bangalore,Cab,paid_digital,BAN-Z11,low,te,45+
CPT107366,27-04-2026 06:07,Delhi,Cab,referral,DEL-Z18,low,en,35-44
CPT120341,27-04-2026 06:09,Hyderabad,Cab,paid_digital,HYD-Z19,low,hi,18-24
CPT124368,27-04-2026 06:13,Pune,Auto,gc_telecalling,PUN-Z05,low,hi,35-44
CPT120888,27-04-2026 06:25,Bangalore,Auto,fos_field,BAN-Z13,mid,te,25-34
CPT123624,27-04-2026 06:26,Hyderabad,ERickshaw,fos_field,HYD-Z18,low,mr,25-34
CPT106204,27-04-2026 06:28,Pune,Auto,paid_digital,PUN-Z07,mid,hi,45+
CPT103771,27-04-2026 06:44,Delhi,Cab,organic_app,DEL-Z19,mid,kn,25-34
CPT121522,27-04-2026 06:52,Hyderabad,ERickshaw,referral,HYD-Z14,high,kn,45+
CPT110104,27-04-2026 07:02,Pune,Auto,organic_app,PUN-Z19,mid,en,25-34
CPT119878,27-04-2026 07:30,Bangalore,Cab,organic_app,BAN-Z17,low,hi,25-34
CPT103469,27-04-2026 07:35,Hyderabad,Auto,fos_field,HYD-Z13,mid,en,45+
CPT108281,27-04-2026 07:37,Hyderabad,Cab,organic_app,HYD-Z14,low,mr,25-34
CPT100202,27-04-2026 07:40,Hyderabad,Cab,paid_digital,HYD-Z14,high,mr,25-34
CPT122545,27-04-2026 07:52,Hyderabad,Cab,paid_digital,HYD-Z18,low,en,18-24
CPT123575,27-04-2026 08:02,Delhi,ERickshaw,referral,DEL-Z10,mid,kn,45+
CPT122248,27-04-2026 08:06,Delhi,Auto,organic_app,DEL-Z14,mid,hi,18-24
CPT114001,27-04-2026 08:07,Hyderabad,Auto,organic_app,HYD-Z05,mid,mr,18-24
CPT112993,27-04-2026 08:19,Bangalore,Auto,referral,BAN-Z03,low,en,45+
CPT119451,27-04-2026 08:23,Bangalore,Cab,referral,BAN-Z20,low,te,25-34
CPT103059,27-04-2026 08:24,Pune,Auto,referral,PUN-Z11,low,kn,25-34
